date,warehouse_id,warehouse_name,product_id,product_name,units_sold,revenue
2025-10-07,3,Chicago Center,3,Bamboo Cutting Board,148,2048.32
2025-10-07,3,Chicago Center,4,Solar Phone Charger,90,1196.1
2025-10-07,3,Chicago Center,5,Compostable Packaging,159,11786.67
2025-10-07,4,Atlanta South,1,Organic Cotton T-Shirt,145,4035.35
2025-10-07,4,Atlanta South,2,Recycled Plastic Bottle,140,2326.8
2025-10-07,4,Atlanta South,3,Bamboo Cutting Board,57,851.58
2025-10-07,4,Atlanta South,4,Solar Phone Charger,27,2778.57
2025-10-07,4,Atlanta South,5,Compostable Packaging,70,4448.5
2025-10-08,1,Seattle Hub,1,Organic Cotton T-Shirt,155,6308.5
2025-10-08,1,Seattle Hub,2,Recycled Plastic Bottle,162,1743.12
2025-10-08,1,Seattle Hub,3,Bamboo Cutting Board,30,1973.7
2025-10-08,1,Seattle Hub,4,Solar Phone Charger,159,13826.64
2025-10-08,1,Seattle Hub,5,Compostable Packaging,90,12647.7
2025-10-08,2,Portland DC,1,Organic Cotton T-Shirt,62,6330.82
2025-10-08,2,Portland DC,2,Recycled Plastic Bottle,90,3564.9
2025-10-08,2,Portland DC,3,Bamboo Cutting Board,111,2661.78
2025-10-08,2,Portland DC,4,Solar Phone Charger,175,8487.5
2025-10-08,2,Portland DC,5,Compostable Packaging,90,12573.9
2025-10-08,3,Chicago Center,1,Organic Cotton T-Shirt,28,177.8
2025-10-08,3,Chicago Center,2,Recycled Plastic Bottle,169,25312.82
2025-10-08,3,Chicago Center,3,Bamboo Cutting Board,35,546.7
2025-10-08,3,Chicago Center,4,Solar Phone Charger,64,5014.4
2025-10-08,3,Chicago Center,5,Compostable Packaging,43,6033.76
2025-10-08,4,Atlanta South,1,Organic Cotton T-Shirt,27,3577.23
2025-10-08,4,Atlanta South,2,Recycled Plastic Bottle,104,4817.28
2025-10-08,4,Atlanta South,3,Bamboo Cutting Board,122,15358.58
2025-10-08,4,Atlanta South,4,Solar Phone Charger,190,9283.4
2025-10-08,4,Atlanta South,5,Compostable Packaging,177,14460.9
2025-10-09,1,Seattle Hub,1,Organic Cotton T-Shirt,180,22226.4
2025-10-09,1,Seattle Hub,2,Recycled Plastic Bottle,86,12048.6
2025-10-09,1,Seattle Hub,3,Bamboo Cutting Board,36,5081.04
2025-10-09,1,Seattle Hub,4,Solar Phone Charger,44,1907.4
2025-10-09,1,Seattle Hub,5,Compostable Packaging,37,4168.05
2025-10-09,2,Portland DC,1,Organic Cotton T-Shirt,49,2180.01
2025-10-09,2,Portland DC,2,Recycled Plastic Bottle,164,5828.56
2025-10-09,2,Portland DC,3,Bamboo Cutting Board,97,3348.44
2025-10-09,2,Portland DC,4,Solar Phone Charger,172,22131.24
2025-10-09,2,Portland DC,5,Compostable Packaging,139,10541.76
2025-10-09,3,Chicago Center,1,Organic Cotton T-Shirt,23,422.74
2025-10-09,3,Chicago Center,2,Recycled Plastic Bottle,118,14780.68
2025-10-09,3,Chicago Center,3,Bamboo Cutting Board,21,115.71
2025-10-09,3,Chicago Center,4,Solar Phone Charger,43,4187.34
2025-10-09,3,Chicago Center,5,Compostable Packaging,77,2189.11
2025-10-09,4,Atlanta South,1,Organic Cotton T-Shirt,123,10453.77
2025-10-09,4,Atlanta South,2,Recycled Plastic Bottle,119,10273.27
2025-10-09,4,Atlanta South,3,Bamboo Cutting Board,38,604.58
2025-10-09,4,Atlanta South,4,Solar Phone Charger,186,25309.02
2025-10-09,4,Atlanta South,5,Compostable Packaging,149,1522.78
2025-10-10,1,Seattle Hub,1,Organic Cotton T-Shirt,104,9303.84
2025-10-10,1,Seattle Hub,2,Recycled Plastic Bottle,47,3164.04
2025-10-10,1,Seattle Hub,3,Bamboo Cutting Board,20,994.0
2025-10-10,1,Seattle Hub,4,Solar Phone Charger,20,2706.8
2025-10-10,1,Seattle Hub,5,Compostable Packaging,63,6545.7
2025-10-10,2,Portland DC,1,Organic Cotton T-Shirt,180,3583.8
2025-10-10,2,Portland DC,2,Recycled Plastic Bottle,153,20379.6
2025-10-10,2,Portland DC,3,Bamboo Cutting Board,114,16667.94
2025-10-10,2,Portland DC,4,Solar Phone Charger,49,6822.76
2025-10-10,2,Portland DC,5,Compostable Packaging,70,9125.9
2025-10-10,3,Chicago Center,1,Organic Cotton T-Shirt,55,7304.55
2025-10-10,3,Chicago Center,2,Recycled Plastic Bottle,16,496.16
2025-10-10,3,Chicago Center,3,Bamboo Cutting Board,95,11252.75
2025-10-10,3,Chicago Center,4,Solar Phone Charger,115,13951.8
2025-10-10,3,Chicago Center,5,Compostable Packaging,198,24266.88
2025-10-10,4,Atlanta South,1,Organic Cotton T-Shirt,78,2190.24
2025-10-10,4,Atlanta South,2,Recycled Plastic Bottle,189,3906.63
2025-10-10,4,Atlanta South,3,Bamboo Cutting Board,19,2460.5
2025-10-10,4,Atlanta South,4,Solar Phone Charger,66,2240.04
2025-10-10,4,Atlanta South,5,Compostable Packaging,127,7073.9
2025-10-11,1,Seattle Hub,1,Organic Cotton T-Shirt,68,2537.76
2025-10-11,1,Seattle Hub,2,Recycled Plastic Bottle,178,5874.0
2025-10-11,1,Seattle Hub,3,Bamboo Cutting Board,94,4267.6
2025-10-11,1,Seattle Hub,4,Solar Phone Charger,27,3920.4
2025-10-11,1,Seattle Hub,5,Compostable Packaging,81,4529.52
2025-10-11,2,Portland DC,1,Organic Cotton T-Shirt,140,8813.0
2025-10-11,2,Portland DC,2,Recycled Plastic Bottle,147,7793.94
2025-10-11,2,Portland DC,3,Bamboo Cutting Board,17,369.24
2025-10-11,2,Portland DC,4,Solar Phone Charger,76,2347.64
2025-10-11,2,Portland DC,5,Compostable Packaging,77,812.35
2025-10-11,3,Chicago Center,1,Organic Cotton T-Shirt,162,11017.62
2025-10-11,3,Chicago Center,2,Recycled Plastic Bottle,196,23329.88
2025-10-11,3,Chicago Center,3,Bamboo Cutting Board,121,11240.9
2025-10-11,3,Chicago Center,4,Solar Phone Charger,140,3047.8
2025-10-11,3,Chicago Center,5,Compostable Packaging,157,5111.92
2025-10-11,4,Atlanta South,1,Organic Cotton T-Shirt,21,2263.17
2025-10-11,4,Atlanta South,2,Recycled Plastic Bottle,10,803.9
2025-10-11,4,Atlanta South,3,Bamboo Cutting Board,147,15374.73
2025-10-11,4,Atlanta South,4,Solar Phone Charger,199,22262.13
2025-10-11,4,Atlanta South,5,Compostable Packaging,60,3468.6
2025-10-12,1,Seattle Hub,1,Organic Cotton T-Shirt,27,3849.93
2025-10-12,1,Seattle Hub,2,Recycled Plastic Bottle,94,8963.84
2025-10-12,1,Seattle Hub,3,Bamboo Cutting Board,179,22904.84
2025-10-12,1,Seattle Hub,4,Solar Phone Charger,194,26288.94
2025-10-12,1,Seattle Hub,5,Compostable Packaging,139,6929.15
2025-10-12,2,Portland DC,1,Organic Cotton T-Shirt,114,5962.2
2025-10-12,2,Portland DC,2,Recycled Plastic Bottle,188,8999.56
2025-10-12,2,Portland DC,3,Bamboo Cutting Board,42,1378.44
2025-10-12,2,Portland DC,4,Solar Phone Charger,180,25443.0
2025-10-12,2,Portland DC,5,Compostable Packaging,183,20766.84
2025-10-12,3,Chicago Center,1,Organic Cotton T-Shirt,54,5089.5
2025-10-12,3,Chicago Center,2,Recycled Plastic Bottle,87,5557.56
2025-10-12,3,Chicago Center,3,Bamboo Cutting Board,10,490.6
2025-10-12,3,Chicago Center,4,Solar Phone Charger,63,4241.79
2025-10-12,3,Chicago Center,5,Compostable Packaging,158,14689.26
2025-10-12,4,Atlanta South,1,Organic Cotton T-Shirt,92,6662.64
2025-10-12,4,Atlanta South,2,Recycled Plastic Bottle,123,12665.31
2025-10-12,4,Atlanta South,3,Bamboo Cutting Board,140,10305.4
2025-10-12,4,Atlanta South,4,Solar Phone Charger,198,5862.78
2025-10-12,4,Atlanta South,5,Compostable Packaging,31,1430.65
2025-10-13,1,Seattle Hub,1,Organic Cotton T-Shirt,179,17323.62
2025-10-13,1,Seattle Hub,2,Recycled Plastic Bottle,95,1761.3
2025-10-13,1,Seattle Hub,3,Bamboo Cutting Board,70,7179.2
2025-10-13,1,Seattle Hub,4,Solar Phone Charger,67,8170.65
2025-10-13,1,Seattle Hub,5,Compostable Packaging,47,401.38
2025-10-13,2,Portland DC,1,Organic Cotton T-Shirt,72,10632.24
2025-10-13,2,Portland DC,2,Recycled Plastic Bottle,166,21282.86
2025-10-13,2,Portland DC,3,Bamboo Cutting Board,28,1989.12
2025-10-13,2,Portland DC,4,Solar Phone Charger,171,15128.37
2025-10-13,2,Portland DC,5,Compostable Packaging,193,20452.21
2025-10-13,3,Chicago Center,1,Organic Cotton T-Shirt,136,8561.2
2025-10-13,3,Chicago Center,2,Recycled Plastic Bottle,47,4706.11
2025-10-13,3,Chicago Center,3,Bamboo Cutting Board,11,1478.84
2025-10-13,3,Chicago Center,4,Solar Phone Charger,37,4361.19
2025-10-13,3,Chicago Center,5,Compostable Packaging,66,2013.0
2025-10-13,4,Atlanta South,1,Organic Cotton T-Shirt,188,15058.8
2025-10-13,4,Atlanta South,2,Recycled Plastic Bottle,22,1888.04
2025-10-13,4,Atlanta South,3,Bamboo Cutting Board,41,2918.79
2025-10-13,4,Atlanta South,4,Solar Phone Charger,128,13030.4
2025-10-13,4,Atlanta South,5,Compostable Packaging,153,13975.02
2025-10-14,1,Seattle Hub,1,Organic Cotton T-Shirt,123,11541.09
2025-10-14,1,Seattle Hub,2,Recycled Plastic Bottle,194,26061.96
2025-10-14,1,Seattle Hub,3,Bamboo Cutting Board,119,14926.17
2025-10-14,1,Seattle Hub,4,Solar Phone Charger,150,10449.0
2025-10-14,1,Seattle Hub,5,Compostable Packaging,50,5641.5
2025-10-14,2,Portland DC,1,Organic Cotton T-Shirt,131,9204.06
2025-10-14,2,Portland DC,2,Recycled Plastic Bottle,73,9254.94
2025-10-14,2,Portland DC,3,Bamboo Cutting Board,80,9283.2
2025-10-14,2,Portland DC,4,Solar Phone Charger,143,10763.61
2025-10-14,2,Portland DC,5,Compostable Packaging,71,3182.22
2025-10-14,3,Chicago Center,1,Organic Cotton T-Shirt,29,3145.34
2025-10-14,3,Chicago Center,2,Recycled Plastic Bottle,70,3108.0
2025-10-14,3,Chicago Center,3,Bamboo Cutting Board,91,12238.59
2025-10-14,3,Chicago Center,4,Solar Phone Charger,30,751.8
2025-10-14,3,Chicago Center,5,Compostable Packaging,69,4177.26
2025-10-14,4,Atlanta South,1,Organic Cotton T-Shirt,49,5264.07
2025-10-14,4,Atlanta South,2,Recycled Plastic Bottle,26,1694.16
2025-10-14,4,Atlanta South,3,Bamboo Cutting Board,94,7865.92
2025-10-14,4,Atlanta South,4,Solar Phone Charger,116,1627.48
2025-10-14,4,Atlanta South,5,Compostable Packaging,117,7191.99
2025-10-15,1,Seattle Hub,1,Organic Cotton T-Shirt,159,22606.62
2025-10-15,1,Seattle Hub,2,Recycled Plastic Bottle,15,1938.45
2025-10-15,1,Seattle Hub,3,Bamboo Cutting Board,157,9445.12
2025-10-15,1,Seattle Hub,4,Solar Phone Charger,11,1558.7
2025-10-15,1,Seattle Hub,5,Compostable Packaging,86,9825.5
2025-10-15,2,Portland DC,1,Organic Cotton T-Shirt,117,9715.68
2025-10-15,2,Portland DC,2,Recycled Plastic Bottle,198,16669.62
2025-10-15,2,Portland DC,3,Bamboo Cutting Board,164,22169.52
2025-10-15,2,Portland DC,4,Solar Phone Charger,134,4933.88
2025-10-15,2,Portland DC,5,Compostable Packaging,121,9125.82
2025-10-15,3,Chicago Center,1,Organic Cotton T-Shirt,109,5857.66
2025-10-15,3,Chicago Center,2,Recycled Plastic Bottle,183,22093.59
2025-10-15,3,Chicago Center,3,Bamboo Cutting Board,195,5641.35
2025-10-15,3,Chicago Center,4,Solar Phone Charger,129,17844.57
2025-10-15,3,Chicago Center,5,Compostable Packaging,169,13934.05
2025-10-15,4,Atlanta South,1,Organic Cotton T-Shirt,110,9990.2
2025-10-15,4,Atlanta South,2,Recycled Plastic Bottle,179,1598.47
2025-10-15,4,Atlanta South,3,Bamboo Cutting Board,174,11684.1
2025-10-15,4,Atlanta South,4,Solar Phone Charger,128,4012.8
2025-10-15,4,Atlanta South,5,Compostable Packaging,76,4557.72
2025-10-16,1,Seattle Hub,1,Organic Cotton T-Shirt,64,4539.52
2025-10-16,1,Seattle Hub,2,Recycled Plastic Bottle,96,11076.48
2025-10-16,1,Seattle Hub,3,Bamboo Cutting Board,107,4852.45
2025-10-16,1,Seattle Hub,4,Solar Phone Charger,117,4864.86
2025-10-16,1,Seattle Hub,5,Compostable Packaging,30,2195.7
2025-10-16,2,Portland DC,1,Organic Cotton T-Shirt,148,1857.4
2025-10-16,2,Portland DC,2,Recycled Plastic Bottle,99,3713.49
2025-10-16,2,Portland DC,3,Bamboo Cutting Board,27,3193.56
2025-10-16,2,Portland DC,4,Solar Phone Charger,176,1907.84
2025-10-16,2,Portland DC,5,Compostable Packaging,17,2425.73
2025-10-16,3,Chicago Center,1,Organic Cotton T-Shirt,61,7728.09
2025-10-16,3,Chicago Center,2,Recycled Plastic Bottle,169,4579.9
2025-10-16,3,Chicago Center,3,Bamboo Cutting Board,42,3094.14
2025-10-16,3,Chicago Center,4,Solar Phone Charger,39,3384.42
2025-10-16,3,Chicago Center,5,Compostable Packaging,65,4707.95
2025-10-16,4,Atlanta South,1,Organic Cotton T-Shirt,75,8715.0
2025-10-16,4,Atlanta South,2,Recycled Plastic Bottle,52,4828.2
2025-10-16,4,Atlanta South,3,Bamboo Cutting Board,193,4170.73
2025-10-16,4,Atlanta South,4,Solar Phone Charger,51,7388.88
2025-10-16,4,Atlanta South,5,Compostable Packaging,37,3289.67
2025-10-17,1,Seattle Hub,1,Organic Cotton T-Shirt,89,7875.61
2025-10-17,1,Seattle Hub,2,Recycled Plastic Bottle,106,6626.06
2025-10-17,1,Seattle Hub,3,Bamboo Cutting Board,193,6515.68
2025-10-17,1,Seattle Hub,4,Solar Phone Charger,161,16927.54
2025-10-17,1,Seattle Hub,5,Compostable Packaging,170,6835.7
2025-10-17,2,Portland DC,1,Organic Cotton T-Shirt,188,21997.88
2025-10-17,2,Portland DC,2,Recycled Plastic Bottle,185,17031.1
2025-10-17,2,Portland DC,3,Bamboo Cutting Board,40,4818.0
2025-10-17,2,Portland DC,4,Solar Phone Charger,154,18245.92
2025-10-17,2,Portland DC,5,Compostable Packaging,98,8060.5
2025-10-17,3,Chicago Center,1,Organic Cotton T-Shirt,179,10512.67
2025-10-17,3,Chicago Center,2,Recycled Plastic Bottle,139,13745.71
2025-10-17,3,Chicago Center,3,Bamboo Cutting Board,13,1666.47
2025-10-17,3,Chicago Center,4,Solar Phone Charger,135,2740.5
2025-10-17,3,Chicago Center,5,Compostable Packaging,102,9910.32
2025-10-17,4,Atlanta South,1,Organic Cotton T-Shirt,127,13660.12
2025-10-17,4,Atlanta South,2,Recycled Plastic Bottle,121,3695.34
2025-10-17,4,Atlanta South,3,Bamboo Cutting Board,143,20733.57
2025-10-17,4,Atlanta South,4,Solar Phone Charger,79,7450.49
2025-10-17,4,Atlanta South,5,Compostable Packaging,147,17246.04
2025-10-18,1,Seattle Hub,1,Organic Cotton T-Shirt,129,8792.64
2025-10-18,1,Seattle Hub,2,Recycled Plastic Bottle,197,17909.27
2025-10-18,1,Seattle Hub,3,Bamboo Cutting Board,92,11822.0
2025-10-18,1,Seattle Hub,4,Solar Phone Charger,32,1454.08
2025-10-18,1,Seattle Hub,5,Compostable Packaging,125,5045.0
2025-10-18,2,Portland DC,1,Organic Cotton T-Shirt,128,11216.64
2025-10-18,2,Portland DC,2,Recycled Plastic Bottle,181,10850.95
2025-10-18,2,Portland DC,3,Bamboo Cutting Board,17,1303.39
2025-10-18,2,Portland DC,4,Solar Phone Charger,93,2917.41
2025-10-18,2,Portland DC,5,Compostable Packaging,64,3612.8
2025-10-18,3,Chicago Center,1,Organic Cotton T-Shirt,76,4130.6
2025-10-18,3,Chicago Center,2,Recycled Plastic Bottle,162,17280.54
2025-10-18,3,Chicago Center,3,Bamboo Cutting Board,80,6847.2
2025-10-18,3,Chicago Center,4,Solar Phone Charger,142,20230.74
2025-10-18,3,Chicago Center,5,Compostable Packaging,31,1240.0
2025-10-18,4,Atlanta South,1,Organic Cotton T-Shirt,114,8645.76
2025-10-18,4,Atlanta South,2,Recycled Plastic Bottle,71,7464.94
2025-10-18,4,Atlanta South,3,Bamboo Cutting Board,175,18938.5
2025-10-18,4,Atlanta South,4,Solar Phone Charger,124,14877.52
2025-10-18,4,Atlanta South,5,Compostable Packaging,33,1572.78
2025-10-19,1,Seattle Hub,1,Organic Cotton T-Shirt,113,11900.03
2025-10-19,1,Seattle Hub,2,Recycled Plastic Bottle,88,8911.76
2025-10-19,1,Seattle Hub,3,Bamboo Cutting Board,104,7656.48
2025-10-19,1,Seattle Hub,4,Solar Phone Charger,145,7951.8
2025-10-19,1,Seattle Hub,5,Compostable Packaging,200,16962.0
2025-10-19,2,Portland DC,1,Organic Cotton T-Shirt,100,10691.0
2025-10-19,2,Portland DC,2,Recycled Plastic Bottle,79,3907.34
2025-10-19,2,Portland DC,3,Bamboo Cutting Board,69,1552.5
2025-10-19,2,Portland DC,4,Solar Phone Charger,59,2994.25
2025-10-19,2,Portland DC,5,Compostable Packaging,200,16540.0
2025-10-19,3,Chicago Center,1,Organic Cotton T-Shirt,186,5924.1
2025-10-19,3,Chicago Center,2,Recycled Plastic Bottle,65,7286.5
2025-10-19,3,Chicago Center,3,Bamboo Cutting Board,80,8804.8
2025-10-19,3,Chicago Center,4,Solar Phone Charger,144,13180.32
2025-10-19,3,Chicago Center,5,Compostable Packaging,35,4400.55
2025-10-19,4,Atlanta South,1,Organic Cotton T-Shirt,85,3229.15
2025-10-19,4,Atlanta South,2,Recycled Plastic Bottle,55,2685.65
2025-10-19,4,Atlanta South,3,Bamboo Cutting Board,191,15747.95
2025-10-19,4,Atlanta South,4,Solar Phone Charger,80,928.0
2025-10-19,4,Atlanta South,5,Compostable Packaging,23,1960.52
2025-10-20,1,Seattle Hub,1,Organic Cotton T-Shirt,188,26675.32
